clean_text,sentiment
hard to use lots of ads and randomly closes apps,Negative
the screen is too dark and cannot adjust the brightness,Negative
i habe the echo and i bought this one fort my son s room but it s not as user friendly i wish i would ve just bought the other one,Negative
the screen is too dark and cannot adjust the brightness,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
i can t update facebook and a few other apps it s not what i expected,Negative
this is fun but would not buy again not very informative keeps say i do not understand your question,Negative
i really like the echo plus and the hue light bulb does work on the echo plus but i had to buy a bridge from phillips in order to schedule on off schedule times for the light i thought the echo plus was like a bridge but i guess it isn t,Negative
hard to use lots of ads and randomly closes apps,Negative
for the price you should be able to use as a speaker when talking on the phone i had to use my daughter s beats pill for this function therefore it s not worth all the hype,Negative
the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesn t stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,Negative
i am disappointed that this is not more toddler friendly it is a kindle inside a kid proof case you have to set up child locks etc my biggest complaint is most of the games that are available you have to be connected to the internet i wanted something to take to church in the car etc,Negative
this is just a regular fire tablet that has protective case,Negative
i didon t care for this tablet downloading apps outside of amazon was really confusing,Negative
i didn t find it useful for my yr old daugter so i returned it the other day all the games in it r so kiddy games,Negative
the tap is a great concept i love my echo so a portable one was that much better however the sound is pretty terrible no bass and can be scratchy it was a good concept just poor execution,Negative
loved my husbands th generation disappointed in my th generation th generation has speakers and sound is much louder than the current th generation i purchased this expecting the same quality in sound or better since i use the kindle to watch my tv shows,Negative
i think i downloaded new apps i wait to surf the web this thing is so slow to respond my old refurbished ipad is better i really only bought it to stream hulu and netflix i m not excited about lighting up the home screen to find advertisements every day but i guess you get what you pay for i wanted inexpensive i got it don t buy this if you are used to using quick responding electronics,Negative
super slow not of decent quality i would not buy another memory on it is lacking for gig i will not recommend it to anyone,Negative
so slow returning mine for something different any suggestions,Negative
it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,Negative
i have to say it was a little confusing and frustrating when i was not getting the verification code from amazon i waited for minutes then i requested another code nothing then a nother one and still nothing i started to set up the device at am and by am i was fed up with it i had to step away after about hours we went shopping and at the mall i recieved about codes from amazon,Negative
super slow not of decent quality i would not buy another memory on it is lacking for gig i will not recommend it to anyone,Negative
needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,Negative
this is just a regular fire tablet that has protective case,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
hard to use and does not support guam online instructions not clear,Negative
horrible just like the other i have owned only due to warranties,Negative
it s a good device for children because they don t know any better,Negative
i have to say it was a little confusing and frustrating when i was not getting the verification code from amazon i waited for minutes then i requested another code nothing then a nother one and still nothing i started to set up the device at am and by am i was fed up with it i had to step away after about hours we went shopping and at the mall i recieved about codes from amazon,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also don t like that amazon wants access to too much info to set up email so i won t use this for emails either i will likely sell it on craig s list for less than half of what i paid for it,Negative
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
was cheap can not run chrome stuff returned to store,Negative
would not take a charge good thing i tried before wrapping it for christmas,Negative
not too satisfied with the sound and it loses bluetooth connection no matter what phone i use either iphone or android,Negative
hard to use lots of ads and randomly closes apps,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
i bought this tablet for my son and i don t like it the touch screen is very poor quality it s hard to move things around on it when he is playing a game he prefers my ipad than to use his own i know the ipad quality is probably the best quality but it s way under that very frustrating will be returning it,Negative
i bought this because i have ebooks in college not only could i not get my ebook i called the school it department they could not either my semester was already started the sales representative at the store told me this is what i needed i ended up buying a tablet from my phone carrier and my ebooks were right there in less than minutes with the schools it department help,Negative
i bought a kindle fire gb for my year old son in june after months the charging port came loose and the device will not charge best buy is aware of the issue and will do nothing about it amazon will not warranty their product for more than days and they said the charging ports often break if children are using them they have no options to fix the device and only offer a small discount if i buy a new one amazon does not stand behind this product they are aware of the defect and continue to sell these,Negative
this is just a regular fire tablet that has protective case,Negative
not a very responsive program very limited information program not user friendly,Negative
so slow returning mine for something different any suggestions,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
the tap is a great concept i love my echo so a portable one was that much better however the sound is pretty terrible no bass and can be scratchy it was a good concept just poor execution,Negative
i do not like this tablet one bit it has to be registered with amazon for it to function and it failed every time i finally had to resort to calling amazon s customer service also not an easy task to get it registered there seems to be glitch in the programming because when it failed again i had to follow the same steps all over again to get it registered i would highly recommend skipping this tablet and getting one that is not tied to any one company s operations programming or software,Negative
i was looking for a kindle whitepaper i saw online for what a deal i ordered it on line and picked it up in the store i got it home and couldn t adjust the brightness after a lengthy time with online customer service i called customer service after minuets with speaking to a female elmer fud that doesn t speak english well i figured i would just return it although it looks identical to the model you can not adjust the brightness that would have been good information before i bought it,Negative
i bought this tablet for my son and i don t like it the touch screen is very poor quality it s hard to move things around on it when he is playing a game he prefers my ipad than to use his own i know the ipad quality is probably the best quality but it s way under that very frustrating will be returning it,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
hard to use lots of ads and randomly closes apps,Negative
not sure will be keeping this worried about hacks that allow active mic,Negative
i am reading positive reviews and wish i could say the same best buy is great so this is not a reflection on them just our experience with the product we have had this product for just over one month and i have had to contact amazon support perform factory resets to get content to show up and the device is poorly designed as the sd card pops out constantly which messes with drm and does you no good if this happens when you are not connected to the internet to fix it we are returning and spending the extra money for an ipad will not purchase another kindle device unfortunately just based on this experience if you just use the device for reading maybe this is for you but trying to download information to sd card and actually being able to access it has been beyond frustrating as well as having to do factory resets so content owned already purchased on amazon would show up on the device in the library,Negative
the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesn t stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,Negative
returned product cause i did not like it and really had no use for it,Negative
horrible just like the other i have owned only due to warranties,Negative
hard to use and does not support guam online instructions not clear,Negative
horrible just like the other i have owned only due to warranties,Negative
purchased for my father in law this was the most frustrating experience not user friendly not friendly at all stick with a name brand tablet apple samsung etc avoid this device at all costs,Negative
i am reading positive reviews and wish i could say the same best buy is great so this is not a reflection on them just our experience with the product we have had this product for just over one month and i have had to contact amazon support perform factory resets to get content to show up and the device is poorly designed as the sd card pops out constantly which messes with drm and does you no good if this happens when you are not connected to the internet to fix it we are returning and spending the extra money for an ipad will not purchase another kindle device unfortunately just based on this experience if you just use the device for reading maybe this is for you but trying to download information to sd card and actually being able to access it has been beyond frustrating as well as having to do factory resets so content owned already purchased on amazon would show up on the device in the library,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
difficult to purchase no stock in stores no order online or ship to store available when it did become available it did not work once it turned on i couldn t get any further i could not log onto wifi network though other items in my household work also the product wouldnt move past setting up the clock tried days gave up and returned the item,Negative
so i bought my little guys these tablets so that i could repossess my ipad love the free time app but who could ve imagined they wouldn t play netflix so now i m out the money for the tablet and still don t have my ipad back and yes i called amazon numerous times they work after the fix but the next time they go to use them they don t work again the fix takes several minutes as it s force stopping the app clearing cache then doing a hard restart then you have to wait to restart netflix oh and sometimes you have to do it numerous times before it works if it works at all,Negative
it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,Negative
i think i downloaded new apps i wait to surf the web this thing is so slow to respond my old refurbished ipad is better i really only bought it to stream hulu and netflix i m not excited about lighting up the home screen to find advertisements every day but i guess you get what you pay for i wanted inexpensive i got it don t buy this if you are used to using quick responding electronics,Negative
i can t update facebook and a few other apps it s not what i expected,Negative
not sure why but it kept freezing and ended up having to return it very disappointing,Negative
hard to use lots of ads and randomly closes apps,Negative
cumbersome complicated and not kid friendly went with apple suggesting you do too,Negative
would not take a charge good thing i tried before wrapping it for christmas,Negative
i habe the echo and i bought this one fort my son s room but it s not as user friendly i wish i would ve just bought the other one,Negative
i bought this tablet for my son and i don t like it the touch screen is very poor quality it s hard to move things around on it when he is playing a game he prefers my ipad than to use his own i know the ipad quality is probably the best quality but it s way under that very frustrating will be returning it,Negative
after owning the kids samsung this seems confusing to navigate also they have returned to using the samaumg,Negative
loved my husbands th generation disappointed in my th generation th generation has speakers and sound is much louder than the current th generation i purchased this expecting the same quality in sound or better since i use the kindle to watch my tv shows,Negative
this is just a regular fire tablet that has protective case,Negative
can t really give a full review since the kindle fire seemed to work properly however the security webroot anywhere that was included was impossible to install i tried calling geek squad times for support and was disconnected every time i finally went to store for instructions which they printed off but still would not download i ve ended up buying an ipad which is fantastic and would not buy again from bestbuy,Negative
very cheap and was not impressed at all never again,Negative
can t really give a full review since the kindle fire seemed to work properly however the security webroot anywhere that was included was impossible to install i tried calling geek squad times for support and was disconnected every time i finally went to store for instructions which they printed off but still would not download i ve ended up buying an ipad which is fantastic and would not buy again from bestbuy,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
fire tablet is very powerful for the size and does everything,Negative
gave it to my granddaughter and she loves it i want to buy one for myself,Negative
this is fun but would not buy again not very informative keeps say i do not understand your question,Negative
so i bought my little guys these tablets so that i could repossess my ipad love the free time app but who could ve imagined they wouldn t play netflix so now i m out the money for the tablet and still don t have my ipad back and yes i called amazon numerous times they work after the fix but the next time they go to use them they don t work again the fix takes several minutes as it s force stopping the app clearing cache then doing a hard restart then you have to wait to restart netflix oh and sometimes you have to do it numerous times before it works if it works at all,Negative
not too satisfied with the sound and it loses bluetooth connection no matter what phone i use either iphone or android,Negative
i bought of the amazon fire tablets because the sales guy said that they were great and ran really fast i have very fast internet and this thing just barely chugs along if you play a game it constantly stalls and freezes the sound quality when i play music is terrible i was planning on buying one for each of my nieces and nephews if they ran well but now i know that wouldn t work for them because they are horrible,Negative
the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesn t stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
for the price you should be able to use as a speaker when talking on the phone i had to use my daughter s beats pill for this function therefore it s not worth all the hype,Negative
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesn t stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,Negative
needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
very cheap and was not impressed at all never again,Negative
this is not like other android tablets in a bad way,Negative
not sure will be keeping this worried about hacks that allow active mic,Negative
gave it to my granddaughter and she loves it i want to buy one for myself,Negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also don t like that amazon wants access to too much info to set up email so i won t use this for emails either i will likely sell it on craig s list for less than half of what i paid for it,Negative
difficult to purchase no stock in stores no order online or ship to store available when it did become available it did not work once it turned on i couldn t get any further i could not log onto wifi network though other items in my household work also the product wouldnt move past setting up the clock tried days gave up and returned the item,Negative
i do not like this tablet one bit it has to be registered with amazon for it to function and it failed every time i finally had to resort to calling amazon s customer service also not an easy task to get it registered there seems to be glitch in the programming because when it failed again i had to follow the same steps all over again to get it registered i would highly recommend skipping this tablet and getting one that is not tied to any one company s operations programming or software,Negative
cumbersome complicated and not kid friendly went with apple suggesting you do too,Negative
needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,Negative
not a good product short battery life i can only use for minutes,Negative
too difficult to setup not compatible with other equipment,Negative
waste of money ask alexa a question and you are lucky if you get an answer instead of i m not sure,Negative
cumbersome complicated and not kid friendly went with apple suggesting you do too,Negative
it takes forever to download apps i m returning it will be getting something else,Negative
it was too slow he didn t put any attention to it battery didn t last,Negative
this is just a regular fire tablet that has protective case,Negative
so slow returning mine for something different any suggestions,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
this is just a regular fire tablet that has protective case,Negative
i brought this tablet during the black friday sale fast forward to christmas when my year opens it he was happy i set it up for him two days later it crashed never came back on blank screen he was disappointed and so was i,Negative
it was a bit more involved getting set up but thereafter the function is simply talking to alexia the plug adapter to turn on and off lights tv is useful and certainly worth having,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
i brought this tablet during the black friday sale fast forward to christmas when my year opens it he was happy i set it up for him two days later it crashed never came back on blank screen he was disappointed and so was i,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
nice size very clear but randomly shuts off cant remove unwanted apps from the home screen if you watch video it buffers alot and laggs,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
i bought a kindle fire gb for my year old son in june after months the charging port came loose and the device will not charge best buy is aware of the issue and will do nothing about it amazon will not warranty their product for more than days and they said the charging ports often break if children are using them they have no options to fix the device and only offer a small discount if i buy a new one amazon does not stand behind this product they are aware of the defect and continue to sell these,Negative
so slow returning mine for something different any suggestions,Negative
i bought this kindle for my year old grand daughter i bought a warranty for it i bought it in august i have already had to replace it the charger connection got loose and was not charging well it has happened again i will need to exchange it again the problem is that i have to buy the warranty each time i was going to buy one for her brothers and sister but i am now rethinking that,Negative
not sure why but it kept freezing and ended up having to return it very disappointing,Negative
worst product ever constantly screwing up and filled with ads you have to pay to remove best buy refused to help when i wanted to return it,Negative
fire tablet is very powerful for the size and does everything,Negative
too bad amazon turned this tablet into a big advertising tool many apps dont work and the camera is not good,Negative
she could perform some tasks but most things she didn t know so agrivating,Negative
the battery is having more and more trouble holding a charge i bought the fire in july and am now having to charge it every day in order to use it i am not impressed and would not repurchase it,Negative
this is not an upgrade by any means my three year old kindle outperformed oasis battery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with unsnaps constantly amazon customer services promises it will resolved in an update,Negative
hub is almost useless ended up using spare philips hub the hub built in would only discover out of bulbs days of trying hue bridge out of first try,Negative
the protector was not made for the fire as it was to large and had no directions that were coherent worse purchase from best buy ever,Negative
not a very responsive program very limited information program not user friendly,Negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also don t like that amazon wants access to too much info to set up email so i won t use this for emails either i will likely sell it on craig s list for less than half of what i paid for it,Negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also don t like that amazon wants access to too much info to set up email so i won t use this for emails either i will likely sell it on craig s list for less than half of what i paid for it,Negative
i didon t care for this tablet downloading apps outside of amazon was really confusing,Negative
so slow returning mine for something different any suggestions,Negative
it takes forever to download apps i m returning it will be getting something else,Negative
the touch and loading the content is very bad it doesn t respond quickly and it very slow,Negative
i bought these as a gift for my adult kids to video chat while in college the second best feature was youtube amazon just sell google home and chromcast for goodness sakes,Negative
prior to using the device i decided to recharge it to and was shocked to find out that it takes hours unless you have a lot of time don t buy this device,Negative
i bought this tablet for my son and i don t like it the touch screen is very poor quality it s hard to move things around on it when he is playing a game he prefers my ipad than to use his own i know the ipad quality is probably the best quality but it s way under that very frustrating will be returning it,Negative
prior to using the device i decided to recharge it to and was shocked to find out that it takes hours unless you have a lot of time don t buy this device,Negative
very cheap and was not impressed at all never again,Negative
needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,Negative
i bought this kindle for my year old grand daughter i bought a warranty for it i bought it in august i have already had to replace it the charger connection got loose and was not charging well it has happened again i will need to exchange it again the problem is that i have to buy the warranty each time i was going to buy one for her brothers and sister but i am now rethinking that,Negative
not too satisfied with the sound and it loses bluetooth connection no matter what phone i use either iphone or android,Negative
nice size very clear but randomly shuts off cant remove unwanted apps from the home screen if you watch video it buffers alot and laggs,Negative
looking at the picture and seeing it was th generation i assumed it would be a great device i had an original kindle but i stopped using it because it wasn t backlit i thought an th generation would be backlit and the picture makes it look backlit but it is not after minutes on the phone with amazon trying to make it brighter the technician finally realized that th generation is not supported with backlights i took it back to target and purchased the paperwhite which was more money but definitely worth it the th generation one is smaller so i assumed that was the reason for the price difference target made the experience pleasant,Negative
st kindle screen failed had to reboot often customer service couldn t fix replaced nd one screen reboots often customer service offered replace just want one that works can t get upgrade replacement,Negative
this is not an upgrade by any means my three year old kindle outperformed oasis battery life better than a week with the lights on lowest setting magnetic connector is poorly designed and grows weak two pieces to keep up with unsnaps constantly amazon customer services promises it will resolved in an update,Negative
the touch and loading the content is very bad it doesn t respond quickly and it very slow,Negative
not sure why but it kept freezing and ended up having to return it very disappointing,Negative
so slow returning mine for something different any suggestions,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
this kindle is so overloaded with apps that i will never use despite what one of best buys associates said you cannot remove any of the amazon apps the apps take up too much of the memory i have an i pad and love but bought this as a backup for work unfortunately it bogs down i also don t like that amazon wants access to too much info to set up email so i won t use this for emails either i will likely sell it on craig s list for less than half of what i paid for it,Negative
i bought this tablet for my year old daughter too many advertisements i would rather pay more and not have a single ad,Negative
i didn t find it useful for my yr old daugter so i returned it the other day all the games in it r so kiddy games,Negative
did not power up at all i am so happy that my grand niece wasn t here and doesn t know about this yet she would have been crying,Negative
not a good product short battery life i can only use for minutes,Negative
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
purchased for my father in law this was the most frustrating experience not user friendly not friendly at all stick with a name brand tablet apple samsung etc avoid this device at all costs,Negative
i do not like this tablet one bit it has to be registered with amazon for it to function and it failed every time i finally had to resort to calling amazon s customer service also not an easy task to get it registered there seems to be glitch in the programming because when it failed again i had to follow the same steps all over again to get it registered i would highly recommend skipping this tablet and getting one that is not tied to any one company s operations programming or software,Negative
this does not give great answers and the connection is not that great exchanging for a google home,Negative
worst product ever constantly screwing up and filled with ads you have to pay to remove best buy refused to help when i wanted to return it,Negative
the tablet itself works fine but this is the nd one i have gotten with a similar problem the port seems to come defected the charger doesn t stay in and it takes a long time to charge replaced charger with a brand new one and it still has issues,Negative
i bought of the amazon fire tablets because the sales guy said that they were great and ran really fast i have very fast internet and this thing just barely chugs along if you play a game it constantly stalls and freezes the sound quality when i play music is terrible i was planning on buying one for each of my nieces and nephews if they ran well but now i know that wouldn t work for them because they are horrible,Negative
i am reading positive reviews and wish i could say the same best buy is great so this is not a reflection on them just our experience with the product we have had this product for just over one month and i have had to contact amazon support perform factory resets to get content to show up and the device is poorly designed as the sd card pops out constantly which messes with drm and does you no good if this happens when you are not connected to the internet to fix it we are returning and spending the extra money for an ipad will not purchase another kindle device unfortunately just based on this experience if you just use the device for reading maybe this is for you but trying to download information to sd card and actually being able to access it has been beyond frustrating as well as having to do factory resets so content owned already purchased on amazon would show up on the device in the library,Negative
returned product cause i did not like it and really had no use for it,Negative
i bought of the amazon fire tablets because the sales guy said that they were great and ran really fast i have very fast internet and this thing just barely chugs along if you play a game it constantly stalls and freezes the sound quality when i play music is terrible i was planning on buying one for each of my nieces and nephews if they ran well but now i know that wouldn t work for them because they are horrible,Negative
my kindle voyage is nearly months old and worked perfectly i kept receiving emails from amazon about the software update i switched off airplane mode switched on wifi and shortly after the screen locked up i have tried everything with customer support and they now tell me i will have to buy a new one i am very annoyed if i had left the software as it was my kindle voyage would still be working,Negative
the last models of kindle hdx have been terrible we have purchased of each model of kindle and up until the last models they have been great last years had to be replaced or times and for the same problem the slot for the sd card is defective i gave up and bought the newest model it shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason it s going back after the first of the year this is going to be my last year for kindles unless they make them the same quality as before phooey,Negative
it was too slow he didn t put any attention to it battery didn t last,Negative
needs to be a stand alone device i should have not required to use a tablet of cell phone to make it work amazon needs to work on the technology on device,Negative
not too satisfied with the sound and it loses bluetooth connection no matter what phone i use either iphone or android,Negative
loved my husbands th generation disappointed in my th generation th generation has speakers and sound is much louder than the current th generation i purchased this expecting the same quality in sound or better since i use the kindle to watch my tv shows,Negative
just okay product was for my girlfriend doesn t appear she uses it much except to steam music most of the questions i ask it i get nothing i like siri better,Negative
this is fun but would not buy again not very informative keeps say i do not understand your question,Negative
i brought this tablet during the black friday sale fast forward to christmas when my year opens it he was happy i set it up for him two days later it crashed never came back on blank screen he was disappointed and so was i,Negative
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
too bad amazon turned this tablet into a big advertising tool many apps dont work and the camera is not good,Negative
i waited a couple months to review giving amazon time to make this product equal to the sony dash from nearly a decade ago it isn t the screen provides nothing of value and you can t turn of amazon tips you have near zero customization can t even move the clock to the other side of the screen and something that a sony dash did nearly years ago pandora or prime music as an alarm seriously this is the biggest fail run away from this half baked amazon disaster,Negative
too difficult to setup not compatible with other equipment,Negative
i i thought the buy for my child bc the kids mode but it was very poor,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
it s a good device for children because they don t know any better,Negative
it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,Negative
so slow returning mine for something different any suggestions,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
hub is almost useless ended up using spare philips hub the hub built in would only discover out of bulbs days of trying hue bridge out of first try,Negative
too proprietary the apps my daughter liked i could not install on it for her so basically it was worthless for me and i returned it,Negative
less than useless does not work with amazon cloudcam i purchased this from best buy to allow me to monitor my two cloud cams from my kitchen i am very tech savvy and have numerous alexa devices but have been unable to get it to work i tried installing and enabling the amazon cloudcam skill made sure there were no new updates for the show the show automatically updated when i first plugged it in the final straw was when the tech support rep told me you can t use the show with the cloudcam and then was unable to connect me with someone who could actually solve the problem useless is no help less than useless actually makes more work the echo show is less than useless,Negative
it would not load my books proper took a dozen tries erasing an dreregistering screen too dark,Negative
my first tablet was a kindle i was curious about the updated version very disappointed,Negative
i think i downloaded new apps i wait to surf the web this thing is so slow to respond my old refurbished ipad is better i really only bought it to stream hulu and netflix i m not excited about lighting up the home screen to find advertisements every day but i guess you get what you pay for i wanted inexpensive i got it don t buy this if you are used to using quick responding electronics,Negative
bought this mostly as a backup and to read a few books since i have a larger cell phone and a back up used it occasionally may or hours of use till this week when i sent my laptop in for repairs so i probably used it a tot this week i was watching my rd primetime video this week and it simply turned off it will not turn on using any power trick such as safe mode it is gone it is toast bought it october it quit on february my old fire lasted or years with more use it had stereo speakers lasted a week on a charge not or days sturdier built this is full of junk i am not just offered more apps it is constantly trying to add them junk junk junk,Negative
